Inicio
	at java.awt.EventDispatchThread.run(Unknown Source)
Exception in thread "AWT-EventQueue-0" java.lang.OutOfMemoryError: Java heap space
cont: 38((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:falseogg:falsemp3:truesave_load_playlist:falseload_folder:truequeue_track:truemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:falseshow_cover:trueogg:falsemp3:truesave_load_playlist:falseload_folder:truequeue_track:falsemute:falseplaylist:true
cont: 39((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:falseshow_cover:trueogg:falsemp3:truesave_load_playlist:falseload_folder:truequeue_track:falsemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true
Exception in thread "AWT-EventQueue-0" java.lang.OutOfMemoryError: Java heap space
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:truecont: 40((( apos os testes))) 



 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:trueplaylist:true
cont: 41((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:trueplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true
cont: 42((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:falsemute:trueplaylist:true
cont: 43((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:falsemute:trueplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:falseshow_cover:falseogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true
cont: 44((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:falseshow_cover:falseogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:truemute:falseplaylist:true
cont: 45((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:truemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:falsedark:trueshuffle_repeat:falseshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:trueplaylist:true
cont: 46((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:falseskip_track:trueclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:falsedark:trueshuffle_repeat:falseshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:trueplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:truemute:falseplaylist:true
cont: 47((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:truemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:falseplaylist:true
cont: 48((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:falseshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:truemute:trueplaylist:true
cont: 49((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:falseshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:truemute:trueplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:falsedark:trueshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:truemute:trueplaylist:true
cont: 50((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:falsedark:trueshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:truemute:trueplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:falsetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:falseplaylist:true


 ----------------------- 


cont: 51((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:falseremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:falseplaylist:true
cont: 52((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:falseremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:falseshow_cover:trueogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:falsemute:falseplaylist:true
cont: 53((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:truedark:falseshuffle_repeat:falseshow_cover:trueogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:falsemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:falseshow_cover:falseogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:falsemute:falseplaylist:true
cont: 54((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:falseremove_track:truelight:falsedark:trueshuffle_repeat:falseshow_cover:falseogg:truemp3:falsesave_load_playlist:falseload_folder:truequeue_track:falsemute:falseplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:trueplaylist:true
Exception in thread "AWT-EventQueue-0" java.lang.OutOfMemoryError: Java heap space
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:falseclear_playlist:trueprogress_bar:truevolume_control:trueremove_track:truelight:truedark:falseshuffle_repeat:trueshow_cover:trueogg:falsemp3:truesave_load_playlist:trueload_folder:truequeue_track:falsemute:trueplaylist:true


 ----------------------- 


cont: 55((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:trueplaylist:true
cont: 56((( apos os testes))) 
base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:trueskip_track:falseclear_playlist:falseprogress_bar:truevolume_control:trueremove_track:falselight:falsedark:trueshuffle_repeat:trueshow_cover:falseogg:truemp3:falsesave_load_playlist:trueload_folder:truequeue_track:truemute:trueplaylist:true


 ----------------------- 


base_featureamp:trueplayer_bar:trueid3_title:trueprogress:trueskins:truefile_support:trueplayer_control:truereorder_playlist:truetitle_time:falseskip_track:trueclear_playlist:falseprogress_bar:truevolume_control:falseremove_track:falselight:truedark:falseshuffle_repeat:trueshow_cover:falseogg:falsemp3:truesave_load_playlist:falseload_folder:truequeue_track:falsemute:falseplaylist:true
